benchmark,architecture,memory_mb,timeout_sec,idle_gap_sec,invocations,failed_invocations,success_rate,cold_probability,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,profile_source,warm_mean_client_latency_ms,warm_p95_latency_ms,estimated_cold_overhead_ms,estimated_p95_cold_overhead_ms
120.uploader,x64,3008,300,120,1,0,1.0,0.0,1,1659.369,1659.369,1659.369,measured,374.9936666666667,382.4822,1284.3753333333332,1276.8868
120.uploader,x64,3008,300,300,1,0,1.0,0.0,1,1850.547,1850.547,1850.547,measured,374.9936666666667,382.4822,1475.5533333333333,1468.0648
120.uploader,x64,3008,300,600,1,0,1.0,0.0,1,2148.383,2148.383,2148.383,measured,374.9936666666667,382.4822,1773.389333333333,1765.9008
120.uploader,x64,3008,300,900,1,0,1.0,1.0,1,19461.758,19461.758,19461.758,measured,374.9936666666667,382.4822,19086.764333333336,19079.275800000003
120.uploader,x64,3008,900,0,1,1,0.0,0.0,0,,,,warmup_only,464.7763333333333,778.1904999999999,,
210.thumbnailer,x64,128,60,-1,1,0,1.0,1.0,1,16805.43,16805.43,16805.43,measured,40.019666666666666,40.6735,16765.410333333333,16764.7565
210.thumbnailer,x64,128,60,0,3,0,1.0,0.3333333333333333,3,5600.06,40.768,15051.947199999999,warmup_only,40.019666666666666,40.6735,5560.040333333333,15011.273699999998
210.thumbnailer,x64,128,120,-1,1,1,0.0,0.0,0,,,,measured,40.77266666666667,41.7879,,
210.thumbnailer,x64,128,120,0,3,2,0.3333333333333333,0.3333333333333333,1,3470.853,3470.853,3470.853,warmup_only,40.77266666666667,41.7879,3430.0803333333333,3429.0651000000003
210.thumbnailer,x64,128,300,-1,1,1,0.0,0.0,0,,,,measured,43.311,45.6408,,
210.thumbnailer,x64,128,300,0,3,2,0.3333333333333333,0.3333333333333333,1,14729.904,14729.904,14729.904,warmup_only,43.311,45.6408,14686.593,14684.263200000001
210.thumbnailer,x64,128,900,0,1,1,0.0,0.0,0,,,,warmup_only,44.46033333333333,49.7725,,
210.thumbnailer,x64,256,60,-1,1,1,0.0,0.0,0,,,,measured,43.11233333333333,46.6956,,
210.thumbnailer,x64,256,60,0,1,0,1.0,1.0,1,29702.36,29702.36,29702.36,warmup_only,43.11233333333333,46.6956,29659.247666666666,29655.6644
210.thumbnailer,x64,256,120,-1,1,1,0.0,0.0,0,,,,measured,46.097,49.4658,,
210.thumbnailer,x64,256,120,0,1,0,1.0,1.0,1,53107.96,53107.96,53107.96,warmup_only,46.097,49.4658,53061.863,53058.4942
210.thumbnailer,x64,256,300,-1,1,1,0.0,0.0,0,,,,measured,41.80733333333333,42.7998,,
210.thumbnailer,x64,256,300,0,1,0,1.0,1.0,1,56992.165,56992.165,56992.165,warmup_only,41.80733333333333,42.7998,56950.35766666667,56949.3652
210.thumbnailer,x64,256,900,-1,1,1,0.0,0.0,0,,,,measured,43.64066666666667,45.976,,
210.thumbnailer,x64,256,900,0,1,0,1.0,1.0,1,48135.751,48135.751,48135.751,warmup_only,43.64066666666667,45.976,48092.11033333333,48089.774999999994
210.thumbnailer,x64,512,60,-1,1,1,0.0,0.0,0,,,,measured,47.805,54.0768,,
210.thumbnailer,x64,512,60,0,1,0,1.0,1.0,1,49268.973,49268.973,49268.973,warmup_only,47.805,54.0768,49221.168,49214.896199999996
210.thumbnailer,x64,512,120,-1,1,0,1.0,1.0,1,46715.664,46715.664,46715.664,measured,47.553,52.6713,46668.111,46662.992699999995
210.thumbnailer,x64,512,120,0,1,0,1.0,0.0,1,44.841,44.841,44.841,measured,47.553,52.6713,-2.711999999999996,-7.830300000000001
210.thumbnailer,x64,512,120,120,1,0,1.0,0.0,1,102.254,102.254,102.254,measured,47.553,52.6713,54.70100000000001,49.5827
210.thumbnailer,x64,512,120,300,1,0,1.0,0.0,1,168.279,168.279,168.279,measured,47.553,52.6713,120.726,115.6077
210.thumbnailer,x64,512,120,600,1,0,1.0,0.0,1,172.214,172.214,172.214,measured,47.553,52.6713,124.661,119.5427
210.thumbnailer,x64,512,120,900,1,0,1.0,1.0,1,22372.152,22372.152,22372.152,measured,47.553,52.6713,22324.599,22319.480699999996
210.thumbnailer,x64,512,300,-1,1,0,1.0,1.0,1,24611.936,24611.936,24611.936,measured,48.441,62.9349,24563.495000000003,24549.0011
210.thumbnailer,x64,512,300,0,1,0,1.0,0.0,1,38.179,38.179,38.179,measured,48.441,62.9349,-10.262,-24.755899999999997
210.thumbnailer,x64,512,300,120,1,0,1.0,0.0,1,152.915,152.915,152.915,measured,48.441,62.9349,104.47399999999999,89.9801
210.thumbnailer,x64,512,300,300,1,0,1.0,0.0,1,67.591,67.591,67.591,measured,48.441,62.9349,19.14999999999999,4.656099999999995
210.thumbnailer,x64,512,300,600,1,0,1.0,0.0,1,71.402,71.402,71.402,measured,48.441,62.9349,22.961,8.467100000000002
210.thumbnailer,x64,512,300,900,1,0,1.0,1.0,1,19392.736,19392.736,19392.736,measured,48.441,62.9349,19344.295000000002,19329.8011
210.thumbnailer,x64,512,900,-1,1,1,0.0,0.0,0,,,,measured,39.164,41.6729,,
210.thumbnailer,x64,512,900,0,1,0,1.0,1.0,1,16521.609,16521.609,16521.609,warmup_only,39.164,41.6729,16482.445,16479.9361
210.thumbnailer,x64,1024,60,-1,1,1,0.0,0.0,0,,,,measured,39.86066666666667,40.1271,,
