benchmark,architecture,memory_mb,timeout_sec,concurrency,invocations,failed_invocations,success_rate,rounds,cold_rate,successful_invocations,mean_client_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,profile_source,warm_only_successful_invocations,warm_only_mean_client_latency_ms,warm_only_p50_latency_ms,warm_only_p95_latency_ms,warm_only_p99_latency_ms,warm_mean_client_latency_ms,warm_p50_latency_ms,warm_p95_latency_ms,warm_p99_latency_ms,latency_slowdown_mean,latency_slowdown_p50,latency_slowdown_p95,latency_slowdown_p99
120.uploader,arm64,128,120,2,8,0,1.0,4,0.0,8,714.18275,667.9535000000001,905.2347499999998,978.1397499999999,measured,8,714.18275,667.9535000000001,905.2347499999998,978.1397499999999,914.9603333333332,885.457,1149.9535,1173.4643,0.7805614341751065,0.7543601778516631,0.7871924821307991,0.8335487922385025
120.uploader,arm64,128,120,4,20,0,1.0,5,0.0,20,3520.3792999999996,764.87,10155.806850000017,28921.633369999967,measured,20,3520.3792999999996,764.87,10155.806850000017,28921.633369999967,914.9603333333332,885.457,1149.9535,1173.4643,3.847575869409275,0.8638138272101299,8.831493490823775,24.646368338602176
120.uploader,arm64,128,300,1,5,0,1.0,5,0.0,5,687.6318,664.933,761.3240000000001,769.8912,measured,5,687.6318,664.933,761.3240000000001,769.8912,583.9963333333334,669.984,721.2966,725.8577200000001,1.1774591050514585,0.9924610139943639,1.0554936762491325,1.0606640651283559
120.uploader,arm64,128,300,2,2,0,1.0,1,0.0,2,654.88,654.88,659.6760999999999,660.1024199999999,measured,2,654.88,654.88,659.6760999999999,660.1024199999999,583.9963333333334,669.984,721.2966,725.8577200000001,1.1213769036221117,0.9774561780579835,0.9145698177421049,0.9094102078297106
120.uploader,arm64,128,300,4,4,0,1.0,1,0.0,4,30747.41125,30747.788,30785.69225,30788.69045,measured,4,30747.41125,30747.788,30785.69225,30788.69045,583.9963333333334,669.984,721.2966,725.8577200000001,52.65000736305993,45.89331685532789,42.68104445522133,42.416977324426604
120.uploader,arm64,128,900,1,5,0,1.0,5,0.0,5,4218.6366,709.237,15076.390399999997,17945.962079999998,measured,5,4218.6366,709.237,15076.390399999997,17945.962079999998,945.163,726.321,1369.7085,1426.8985,4.4633958375433656,0.9764787194642588,11.007006527301245,12.57690163666161
120.uploader,arm64,128,900,2,10,0,1.0,5,0.0,10,641.929,655.0564999999999,1255.4868499999989,1604.97737,measured,10,641.929,655.0564999999999,1255.4868499999989,1604.97737,945.163,726.321,1369.7085,1426.8985,0.6791727987659271,0.9018829140283702,0.9166087893883983,1.1248013576298526
120.uploader,arm64,128,900,4,20,0,1.0,5,0.0,20,1656.3111999999996,690.9639999999999,2787.0941500000113,14807.54522999998,measured,20,1656.3111999999996,690.9639999999999,2787.0941500000113,14807.54522999998,945.163,726.321,1369.7085,1426.8985,1.7524079973507212,0.9513204216868298,2.0348082456960817,10.377434155267512
120.uploader,arm64,256,60,1,5,0,1.0,5,0.0,5,3255.9232,945.565,10551.574599999998,12444.37892,measured,5,3255.9232,945.565,10551.574599999998,12444.37892,3020.7026666666666,1660.361,5474.890399999999,5813.95968,1.0778694758438103,0.5694936221701185,1.9272668179805024,2.1404308947667143
120.uploader,arm64,256,60,2,6,0,1.0,3,0.0,6,5975.177833333334,1736.1345,21841.35875,26931.120550000007,measured,6,5975.177833333334,1736.1345,21841.35875,26931.120550000007,3020.7026666666666,1660.361,5474.890399999999,5813.95968,1.9780754654435815,1.0456367621258267,3.989369129654176,4.6321478015478785
120.uploader,arm64,256,60,4,20,0,1.0,5,0.0,20,1662.92085,1061.99,5450.131650000001,6190.883129999998,measured,20,1662.92085,1061.99,5450.131650000001,6190.883129999998,3020.7026666666666,1660.361,5474.890399999999,5813.95968,0.5505079557648176,0.6396139152870972,0.995477763353948,1.064830764357829
120.uploader,arm64,256,120,1,8,5,0.375,5,0.25,3,3324.8933333333334,2808.273,6085.6554,6376.97828,prewarm_only,0,,,,,1766.7476666666664,1672.196,2627.4974,2712.41308,1.8819288096791038,1.679392248277116,2.316141359454818,2.351035071693431
